/home/mihai/TFG/ccpd_base/0280603448276-95_72-118&381_374&499-382&496_126&463_103&375_359&408-0_0_22_26_11_32_29-89-57.jpg,/home/mihai/TFG/ccpd_mask/0280603448276-95_72-118&381_374&499-382&496_126&463_103&375_359&408-0_0_22_26_11_32_29-89-57.png
/home/mihai/TFG/ccpd_base/0080-13_25-323&476_418&547-418&547_334&527_323&476_407&496-0_0_14_33_29_31_25-53-21.jpg,/home/mihai/TFG/ccpd_mask/0080-13_25-323&476_418&547-418&547_334&527_323&476_407&496-0_0_14_33_29_31_25-53-21.png
/home/mihai/TFG/ccpd_base/0138817049809-91_83-177&393_396&489-415&491_175&477_156&393_396&407-0_0_2_28_10_24_24-113-16.jpg,/home/mihai/TFG/ccpd_mask/0138817049809-91_83-177&393_396&489-415&491_175&477_156&393_396&407-0_0_2_28_10_24_24-113-16.png
/home/mihai/TFG/ccpd_base/0185320881226-90_89-264&469_503&569-511&565_261&558_257&476_507&483-0_0_0_25_30_31_28-55-9.jpg,/home/mihai/TFG/ccpd_mask/0185320881226-90_89-264&469_503&569-511&565_261&558_257&476_507&483-0_0_0_25_30_31_28-55-9.png
/home/mihai/TFG/ccpd_base/0281-0_3-231&510_492&600-486&600_231&598_237&510_492&512-0_0_4_12_24_26_29-24-2.jpg,/home/mihai/TFG/ccpd_mask/0281-0_3-231&510_492&600-486&600_231&598_237&510_492&512-0_0_4_12_24_26_29-24-2.png
/home/mihai/TFG/ccpd_base/0146072796935-90_89-336&543_547&616-563&631_326&615_324&533_561&549-0_0_20_7_32_24_24-111-17.jpg,/home/mihai/TFG/ccpd_mask/0146072796935-90_89-336&543_547&616-563&631_326&615_324&533_561&549-0_0_20_7_32_24_24-111-17.png
/home/mihai/TFG/ccpd_base/0131992337165-90_86-231&491_454&574-459&574_231&564_232&491_460&501-0_0_19_31_16_32_33-141-73.jpg,/home/mihai/TFG/ccpd_mask/0131992337165-90_86-231&491_454&574-459&574_231&564_232&491_460&501-0_0_19_31_16_32_33-141-73.png
/home/mihai/TFG/ccpd_base/0204-2_1-257&506_456&592-455&592_257&583_258&506_456&515-0_7_11_28_28_31_32-38-2.jpg,/home/mihai/TFG/ccpd_mask/0204-2_1-257&506_456&592-455&592_257&583_258&506_456&515-0_7_11_28_28_31_32-38-2.png
/home/mihai/TFG/ccpd_base/0322988505747-89_87-231&452_535&550-547&543_239&556_235&451_543&438-0_0_28_31_21_25_25-181-38.jpg,/home/mihai/TFG/ccpd_mask/0322988505747-89_87-231&452_535&550-547&543_239&556_235&451_543&438-0_0_28_31_21_25_25-181-38.png
/home/mihai/TFG/ccpd_base/0172186302682-86_85-209&473_424&557-438&540_225&560_195&490_408&470-0_0_11_32_4_32_25-87-24.jpg,/home/mihai/TFG/ccpd_mask/0172186302682-86_85-209&473_424&557-438&540_225&560_195&490_408&470-0_0_11_32_4_32_25-87-24.png
/home/mihai/TFG/ccpd_base/0114-8_9-369&518_516&583-501&583_369&563_384&518_516&538-0_0_26_23_29_26_29-110-13.jpg,/home/mihai/TFG/ccpd_mask/0114-8_9-369&518_516&583-501&583_369&563_384&518_516&538-0_0_26_23_29_26_29-110-13.png
/home/mihai/TFG/ccpd_base/0301604406131-98_81-142&395_383&528-387&531_145&488_139&394_381&437-0_0_22_0_31_25_30-130-84.jpg,/home/mihai/TFG/ccpd_mask/0301604406131-98_81-142&395_383&528-387&531_145&488_139&394_381&437-0_0_22_0_31_25_30-130-84.png
/home/mihai/TFG/ccpd_base/0208692528736-73_100-125&340_305&467-318&409_145&470_134&385_307&324-0_0_10_20_30_31_28-122-18.jpg,/home/mihai/TFG/ccpd_mask/0208692528736-73_100-125&340_305&467-318&409_145&470_134&385_307&324-0_0_10_20_30_31_28-122-18.png
/home/mihai/TFG/ccpd_base/0201-8_8-275&460_435&565-435&542_275&565_275&483_435&460-0_0_19_8_30_30_27-83-36.jpg,/home/mihai/TFG/ccpd_mask/0201-8_8-275&460_435&565-435&542_275&565_275&483_435&460-0_0_19_8_30_30_27-83-36.png
